timestamp,action_count,action_m16,action_m17,action_m18,action_m19,delta_m16,delta_m17,delta_m18,delta_m19,target_before_m16,target_before_m17,target_before_m18,target_before_m19,target_after_m16,target_after_m17,target_after_m18,target_after_m19,position_m16,position_m17,position_m18,position_m19,current_m16_mA,current_m17_mA,current_m18_mA,current_m19_mA,voltage_m16_V,voltage_m17_V,voltage_m18_V,voltage_m19_V,temperature_m16_C,temperature_m17_C,temperature_m18_C,temperature_m19_C,pwm_m16,pwm_m17,pwm_m18,pwm_m19,velocity_m16,velocity_m17,velocity_m18,velocity_m19,hardware_status_m16,hardware_status_m17,hardware_status_m18,hardware_status_m19,packet_error_m16,packet_error_m17,packet_error_m18,packet_error_m19,success,hardware_error,hardware_error_ids,error_message
2026-08-27T11:35:55.930418,24,-0.2580872178077698,-0.46350759267807007,0.0018035279354080558,0.13497963547706604,-38,-69,0,20,4573,2383,6148,-1253,4535,2314,6148,-1233,4551,2240,6023,-1546,-14,47,703,422,4.9,4.5,4.4,5.0,32,30,34,31,0,115,541,490,-4,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:35:58.138224,25,-0.9896770715713501,-0.4336203932762146,-0.05616501718759537,-0.19674541056156158,-148,-65,-8,-29,4535,2314,6148,-1233,4387,2249,6140,-1262,4456,2197,6040,-1546,-10,34,541,361,5.0,4.5,4.4,4.800000000000001,32,30,34,31,-8,81,433,445,-16,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:00.346060,26,-0.1806647926568985,0.5301686525344849,0.014929051510989666,0.1430031806230545,-27,79,2,21,4387,2249,6140,-1262,4360,2328,6142,-1241,4370,2197,6040,-1546,-14,101,541,405,4.7,4.5,4.5,5.1000000000000005,32,30,35,32,0,204,442,478,0,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:02.553923,27,0.7065001726150513,0.11607358604669571,0.017338968813419342,0.11318756639957428,105,17,2,16,4360,2328,6142,-1241,4465,2345,6144,-1225,4418,2197,6040,-1546,11,122,549,436,5.0,4.5,4.3,4.800000000000001,32,30,35,32,7,231,451,503,11,0,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:04.761732,28,-0.9264020323753357,0.9870796799659729,0.0293275099247694,0.09316982328891754,-138,148,4,13,4465,2345,6144,-1225,4327,2493,6148,-1212,4389,2230,6040,-1547,-10,307,561,466,4.5,4.3,4.4,4.5,32,30,35,32,-8,410,468,526,-15,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:06.969578,29,-0.8222020864486694,0.465300589799881,0.013357752002775669,-0.21141821146011353,-123,69,2,-31,4327,2493,6148,-1212,4204,2562,6150,-1243,4260,2253,6039,-1548,-12,381,569,394,4.9,4.2,4.3,4.6000000000000005,32,30,35,32,-8,481,481,478,-13,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:09.177401,30,-0.7134006023406982,-0.34170570969581604,-0.02458942122757435,0.11390648782253265,-107,-51,-3,17,4204,2562,6150,-1243,4097,2511,6147,-1226,4145,2253,6040,-1548,-11,286,554,432,4.9,4.5,4.4,4.7,32,30,36,32,-5,401,464,504,-11,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:18.072742,31,-0.534218966960907,-0.29332754015922546,-0.02417869307100773,-0.1081099882721901,-80,-43,-3,-16,4097,2511,6147,-1226,4017,2468,6144,-1242,4054,2253,6040,-1548,-12,213,550,395,4.6000000000000005,4.5,3.9000000000000004,4.7,32,31,36,32,-5,335,451,479,-7,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:20.280592,32,0.8125015497207642,-0.8123044967651367,0.11184817552566528,-0.23672175407409668,121,-121,16,-35,4017,2468,6144,-1242,4138,2347,6160,-1277,4085,2253,6039,-1548,10,64,661,323,5.1000000000000005,4.3,4.1000000000000005,4.9,32,31,37,33,7,146,519,425,13,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:22.488415,33,-0.0483916699886322,-0.2720917761325836,0.008124795742332935,-0.14477717876434326,-7,-40,1,-21,4138,2347,6160,-1277,4131,2307,6161,-1298,4135,2248,6040,-1548,-12,35,671,284,4.800000000000001,4.4,4.1000000000000005,4.800000000000001,32,31,37,33,0,92,524,392,0,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:24.696276,34,-0.6225574016571045,0.7107803821563721,0.04779160022735596,-0.0231698676943779,-93,106,7,-3,4131,2307,6161,-1298,4038,2413,6168,-1301,4079,2246,6040,-1548,-12,140,696,275,4.800000000000001,4.1000000000000005,3.8000000000000003,4.9,32,31,37,33,-4,260,554,387,-8,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:26.904083,35,-0.7473372220993042,0.7448278069496155,-0.08787299692630768,0.009292335249483585,-112,111,-13,1,4038,2413,6168,-1301,3926,2524,6155,-1300,3975,2251,6040,-1548,-13,330,602,279,4.7,4.5,4.1000000000000005,5.0,32,31,37,33,-7,425,498,389,-12,0,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:29.111919,36,0.03335101529955864,0.7187904715538025,-0.1517646312713623,0.17432428896427155,5,107,-22,26,3926,2524,6155,-1300,3931,2631,6133,-1274,3930,2261,6039,-1548,12,529,438,328,4.6000000000000005,4.3,4.0,5.0,32,31,37,33,1,573,403,429,1,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:31.319755,37,0.6164184808731079,0.07264068722724915,0.3386531472206116,0.3234225809574127,92,10,50,48,3931,2631,6133,-1274,4023,2641,6183,-1226,3981,2263,6039,-1548,13,497,692,422,4.5,3.7,3.5,4.5,32,31,37,33,9,589,618,504,11,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:33.527600,38,-0.7914944291114807,0.026773512363433838,-0.026302654296159744,-0.23292730748653412,-118,4,-3,-34,4023,2641,6183,-1226,3905,2645,6180,-1260,3961,2263,6039,-1548,-12,514,682,350,4.9,4.0,3.5,4.9,32,31,38,33,-8,595,610,451,-13,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:35.735424,39,-0.9797720909118652,0.05546616017818451,-0.02425132319331169,0.07411430776119232,-146,8,-3,11,3905,2645,6180,-1260,3759,2653,6177,-1249,3827,2263,6039,-1548,-11,509,684,374,4.6000000000000005,3.8000000000000003,3.5,4.7,31,32,38,33,-11,607,597,468,-16,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:37.943304,40,-0.991217851638794,0.045549362897872925,0.0077819181606173515,0.14123789966106415,-148,6,1,21,3759,2653,6177,-1249,3611,2659,6178,-1228,3683,2263,6040,-1548,-10,535,656,414,4.800000000000001,3.6,3.5,4.5,31,32,38,33,-13,617,597,501,-18,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:46.838609,41,-0.8768987059593201,0.09033573418855667,-0.005109868012368679,-0.004952010232955217,-131,13,0,0,3611,2659,6178,-1228,3480,2672,6178,-1228,3543,2263,6040,-1548,-11,556,678,414,4.9,3.8000000000000003,3.6,4.5,31,33,39,34,-11,637,601,501,-15,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:49.046444,42,0.2953692376613617,0.019724925979971886,-0.004530496429651976,-0.01097691897302866,44,2,0,-1,3480,2672,6178,-1228,3524,2674,6178,-1229,3504,2263,6040,-1548,13,559,654,411,4.5,3.8000000000000003,3.3000000000000003,4.9,31,33,39,34,6,640,597,500,7,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:51.254275,43,0.022247621789574623,-0.06740802526473999,-0.005888247396796942,-0.1879139393568039,3,-10,0,-28,3524,2674,6178,-1229,3527,2664,6178,-1257,3524,2263,6039,-1548,13,537,678,351,4.5,3.8000000000000003,3.8000000000000003,4.7,31,33,39,34,6,625,601,456,2,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:53.462121,44,-0.6796225905418396,0.020016515627503395,0.011249255388975143,-0.19315601885318756,-101,3,1,-28,3527,2664,6178,-1257,3426,2667,6179,-1285,3472,2263,6040,-1548,-13,536,689,298,4.9,3.7,3.5,4.800000000000001,31,33,40,34,-7,629,601,412,-10,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:55.669955,45,-0.7248296737670898,0.030385592952370644,-0.03228975832462311,-0.11983226984739304,-108,4,-4,-17,3426,2667,6179,-1285,3318,2671,6175,-1302,3366,2263,6039,-1548,-13,534,669,265,4.6000000000000005,3.6,4.1000000000000005,4.7,31,33,40,35,-8,635,584,387,-11,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:36:57.877790,46,0.6960133910179138,0.008243062533438206,0.008878753520548344,-0.015439032576978207,104,1,1,-2,3318,2671,6175,-1302,3422,2672,6176,-1304,3374,2263,6039,-1548,13,551,669,264,4.9,3.9000000000000004,3.4000000000000004,5.0,31,34,40,35,6,637,592,382,13,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:00.085647,47,-0.8806486129760742,-0.16091762483119965,0.007910910993814468,0.11566916853189468,-132,-24,1,17,3422,2672,6176,-1304,3290,2648,6177,-1287,3353,2263,6039,-1548,-12,484,679,296,5.0,4.1000000000000005,3.5,4.7,31,34,40,35,-10,600,592,409,-15,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:02.293497,48,-0.7526746988296509,0.006077139638364315,0.007208487018942833,-0.20834708213806152,-112,0,1,-31,3290,2648,6177,-1287,3178,2648,6178,-1318,3232,2263,6039,-1548,-11,496,687,239,4.6000000000000005,3.7,3.6,4.800000000000001,31,34,40,35,-5,600,601,360,-12,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:04.501345,49,0.4100387990474701,-0.17221108078956604,-0.01821978949010372,0.0640815794467926,61,-25,-2,9,3178,2648,6178,-1318,3239,2623,6176,-1309,3213,2263,6040,-1548,13,442,680,257,5.0,4.1000000000000005,3.6,4.800000000000001,31,34,41,35,4,560,592,375,7,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:06.709149,50,0.3844505846500397,0.09450680017471313,-0.009210162796080112,-0.18436568975448608,57,14,-1,-27,3239,2623,6176,-1309,3296,2637,6175,-1336,3270,2263,6040,-1548,13,480,676,211,4.9,3.9000000000000004,4.0,4.800000000000001,31,34,41,35,6,582,584,332,6,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:15.684524,51,-0.1085362508893013,-0.07693441957235336,0.006315276958048344,0.06066533550620079,-16,-11,0,9,3296,2637,6175,-1336,3280,2626,6175,-1327,3287,2263,6040,-1548,-13,440,658,228,4.9,4.1000000000000005,3.4000000000000004,4.800000000000001,31,35,42,35,-5,565,584,346,0,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:17.892334,52,0.7895972728729248,-0.11110260337591171,0.0062956311739981174,0.02532150223851204,118,-16,0,3,3280,2626,6175,-1327,3398,2610,6175,-1324,3346,2263,6040,-1548,12,410,702,233,4.800000000000001,3.7,3.8000000000000003,4.800000000000001,31,35,42,35,7,540,588,351,13,1,0,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:20.100168,53,-0.30979353189468384,0.3716789186000824,-0.023127684369683266,-0.14640772342681885,-46,55,-3,-21,3398,2610,6175,-1324,3352,2665,6172,-1345,3374,2263,6040,-1548,-14,524,654,197,4.7,3.8000000000000003,3.4000000000000004,4.9,31,35,42,35,-4,626,571,318,-3,1,1,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:22.308016,54,-0.12640470266342163,0.07492396980524063,0.005979460664093494,-0.2181612253189087,-18,11,0,-32,3352,2665,6172,-1345,3334,2676,6172,-1377,3343,2263,6039,-1548,-13,540,653,149,4.7,3.7,3.3000000000000003,5.0,31,35,42,35,-2,643,571,268,0,1,0,1,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:24.515891,55,-0.03452501818537712,0.03966466337442398,0.07741472870111465,0.42974692583084106,-5,5,11,64,3334,2676,6172,-1377,3329,2681,6183,-1313,3336,2263,6040,-1548,-14,540,694,253,4.9,3.7,3.4000000000000004,4.9,31,35,42,35,-4,651,618,368,-3,1,1,0,0,0,0,0,,,,,True,False,,
2026-08-27T11:37:26.723687,56,0.940435528755188,0.027048472315073013,-0.03196326643228531,0.1183941513299942,141,4,-4,17,3329,2681,6183,-1313,3470,2685,6179,-1296,3404,2263,6039,-1548,10,560,667,284,4.9,3.7,3.5,4.7,31,36,43,35,7,657,601,395,17,1,1,0,0,0,0,0,,,,,True,False,,
